type,id,bnf_code,nm,ingredient,route,ddd,ddd_uomcd
vmp,39719111000001104,1203020P0AAAAAA,Minocycline 2% dental gel sugar free,Minocycline hydrochloride,Gingival,1.0,258684004.0
vmp,39719111000001104,1203020P0AAAAAA,Minocycline 2% dental gel sugar free,Minocycline hydrochloride,Dental,1.0,258684004.0
vmp,39700611000001103,0501030P0AAADAD,Minocycline 50mg capsules,Minocycline hydrochloride,Oral,200.0,258684004.0
vmp,39700711000001107,0501030P0AAAAAA,Minocycline 50mg tablets,Minocycline hydrochloride,Oral,200.0,258684004.0
vmp,13010711000001108,0501030P0AAAFAF,Minocycline 50mg/5ml oral solution,Minocycline hydrochloride,Oral,200.0,258684004.0
vmp,13010811000001100,0501030P0AAAFAF,Minocycline 50mg/5ml oral suspension,Minocycline hydrochloride,Oral,200.0,258684004.0
vmp,23349111000001109,,Moxifloxacin 0.3mg/0.3ml solution for injection pre-filled syringes,Moxifloxacin hydrochloride,Intracameral,,
vmp,18482711000001103,1108020U0AAABAB,Moxifloxacin 0.5% eye drops,Moxifloxacin hydrochloride,Ocular,,
vmp,33158911000001106,,Moxifloxacin 0.5mg/0.5ml solution for injection pre-filled syringes,Moxifloxacin hydrochloride,Intracameral,,
vmp,408015000,0501120Y0AAAAAA,Moxifloxacin 400mg tablets,Moxifloxacin hydrochloride,Oral,400.0,258684004.0
vmp,36028511000001101,0501120Y0AAACAC,Moxifloxacin 400mg/250ml infusion bags,Moxifloxacin hydrochloride,Intravenous,400.0,258684004.0
vmp,16756911000001108,0501120Y0AAABAB,Moxifloxacin 400mg/250ml solution for infusion bottles,Moxifloxacin hydrochloride,Intravenous,400.0,258684004.0
vmp,36003311000001109,0501120Y0AAADAD,Moxifloxacin 400mg/5ml oral solution,Moxifloxacin hydrochloride,Oral,400.0,258684004.0
vmp,324579006,0501120N0AAAAAA,Nalidixic acid 300mg/5ml oral suspension,Nalidixic acid,Oral,4.0,258682000.0
vmp,36028911000001108,0501120N0AAAFAF,Nalidixic acid 300mg/5ml oral suspension sugar free,Nalidixic acid,Oral,4.0,258682000.0
vmp,324578003,0501120N0AAABAB,Nalidixic acid 500mg tablets,Nalidixic acid,Oral,4.0,258682000.0
vmp,3864211000001105,1310011P0AAAJAJ,Neomycin 0.25% / Gramicidin 0.025% ointment,Neomycin sulfate,Cutaneous,,
vmp,330440001,1104010D0AAADAD,Neomycin 0.5% / Betamethasone 0.1% eye ointment,Neomycin sulfate,Ocular,,
vmp,331141001,1202030S0AAAAAA,Neomycin 0.5% / Chlorhexidine hydrochloride 0.1% cream,Neomycin sulfate,Nasal,,
vmp,14614911000001109,1310011P0AAAAAA,Neomycin 0.5% cream,Neomycin sulfate,Cutaneous,,
vmp,330344009,1103010N0AAAAAA,Neomycin 0.5% eye drops,Neomycin sulfate,Ocular,,
vmp,36030611000001103,1103010N0AAAEAE,Neomycin 0.5% eye drops 0.5ml unit dose preservative free,Neomycin sulfate,Ocular,,
vmp,330352007,1103010N0AAABAB,Neomycin 0.5% eye ointment,Neomycin sulfate,Ocular,,
vmp,12301911000001109,0501040N0AAAJAJ,Neomycin 100mg/5ml oral solution,Neomycin sulfate,Oral,1.0,258682000.0
vmp,370322009,,Neomycin 125mg/5ml oral solution,Neomycin sulfate,Oral,,
vmp,324158001,0501040N0AAADAD,Neomycin 500mg tablets,Neomycin sulfate,Oral,5.0,258682000.0
vmp,12302011000001102,0501040N0AAAIAI,Neomycin 500mg/5ml oral solution,Neomycin sulfate,Oral,1.0,258682000.0
vmp,10823411000001103,,Neomycin sulfate powder,Neomycin sulfate,Route of administration not applicable,,
vmp,36030911000001109,0501040R0AAACAC,Netilmicin 100mg/1ml solution for injection ampoules,Netilmicin sulfate,Intramuscular,350.0,258684004.0
vmp,36030911000001109,0501040R0AAACAC,Netilmicin 100mg/1ml solution for injection ampoules,Netilmicin sulfate,Intravenous,350.0,258684004.0
vmp,36031011000001101,0501040R0AAAEAE,Netilmicin 150mg/1.5ml solution for injection ampoules,Netilmicin sulfate,Intramuscular,350.0,258684004.0
vmp,36031011000001101,0501040R0AAAEAE,Netilmicin 150mg/1.5ml solution for injection ampoules,Netilmicin sulfate,Intravenous,350.0,258684004.0
vmp,36031111000001100,0501040R0AAAAAA,Netilmicin 15mg/1.5ml solution for injection ampoules,Netilmicin sulfate,Intramuscular,350.0,258684004.0
vmp,36031111000001100,0501040R0AAAAAA,Netilmicin 15mg/1.5ml solution for injection ampoules,Netilmicin sulfate,Intravenous,350.0,258684004.0
vmp,36031211000001106,0501040R0AAAFAF,Netilmicin 200mg/2ml solution for injection ampoules,Netilmicin sulfate,Intramuscular,350.0,258684004.0
vmp,36031211000001106,0501040R0AAAFAF,Netilmicin 200mg/2ml solution for injection ampoules,Netilmicin sulfate,Intravenous,350.0,258684004.0
vmp,36031311000001103,0501040R0AAABAB,Netilmicin 50mg/1ml solution for injection ampoules,Netilmicin sulfate,Intramuscular,350.0,258684004.0
vmp,36031311000001103,0501040R0AAABAB,Netilmicin 50mg/1ml solution for injection ampoules,Netilmicin sulfate,Intravenous,350.0,258684004.0
vmp,409156007,0501070ABAAABAB,Nitazoxanide 100mg/5ml oral suspension,Nitazoxanide,Oral,1.0,258682000.0
vmp,414851008,0501070ABAAAAAA,Nitazoxanide 500mg tablets,Nitazoxanide,Oral,1.0,258682000.0
vmp,324572002,0501130R0AAABAB,Nitrofurantoin 100mg capsules,Nitrofurantoin,Oral,200.0,258684004.0
vmp,39108511000001108,0501130R0AAAGAG,Nitrofurantoin 100mg modified-release capsules,Nitrofurantoin,Oral,200.0,258684004.0
vmp,324559003,0501130R0AAAEAE,Nitrofurantoin 100mg tablets,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12862811000001106,0501130R0AAAJAJ,Nitrofurantoin 100mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12862911000001101,0501130R0AAAJAJ,Nitrofurantoin 100mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12863011000001109,0501130R0AAATAT,Nitrofurantoin 10mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12863111000001105,0501130R0AAATAT,Nitrofurantoin 10mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12863211000001104,0501130R0AACGCG,Nitrofurantoin 11mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12863311000001107,0501130R0AACGCG,Nitrofurantoin 11mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12863411000001100,0501130R0AABEBE,Nitrofurantoin 12.5mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12863511000001101,0501130R0AABEBE,Nitrofurantoin 12.5mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12863611000001102,0501130R0AABSBS,Nitrofurantoin 125mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12863711000001106,0501130R0AABSBS,Nitrofurantoin 125mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12863811000001103,0501130R0AAAUAU,Nitrofurantoin 12mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12863911000001108,0501130R0AAAUAU,Nitrofurantoin 12mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12864011000001106,0501130R0AACECE,Nitrofurantoin 13.5mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12864111000001107,0501130R0AACECE,Nitrofurantoin 13.5mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12864211000001101,0501130R0AAASAS,Nitrofurantoin 13mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12864311000001109,0501130R0AAASAS,Nitrofurantoin 13mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12864411000001102,0501130R0AABWBW,Nitrofurantoin 14mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12864511000001103,0501130R0AABWBW,Nitrofurantoin 14mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12864611000001104,0501130R0AAALAL,Nitrofurantoin 15mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12864711000001108,0501130R0AAALAL,Nitrofurantoin 15mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12864811000001100,0501130R0AABJBJ,Nitrofurantoin 16mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12864911000001105,0501130R0AABJBJ,Nitrofurantoin 16mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12893811000001100,0501130R0AACICI,Nitrofurantoin 17.5mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12894011000001108,0501130R0AACICI,Nitrofurantoin 17.5mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12894111000001109,0501130R0AABIBI,Nitrofurantoin 17mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12894211000001103,0501130R0AABIBI,Nitrofurantoin 17mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12894311000001106,0501130R0AABQBQ,Nitrofurantoin 18.75mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12894511000001100,0501130R0AABQBQ,Nitrofurantoin 18.75mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12894611000001101,0501130R0AAAQAQ,Nitrofurantoin 18mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12894711000001105,0501130R0AAAQAQ,Nitrofurantoin 18mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12895111000001108,0501130R0AACDCD,Nitrofurantoin 1mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12894811000001102,0501130R0AACDCD,Nitrofurantoin 1mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12904811000001105,0501130R0AABDBD,Nitrofurantoin 2.5mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12904111000001103,0501130R0AABDBD,Nitrofurantoin 2.5mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12904211000001109,0501130R0AAAVAV,Nitrofurantoin 20mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12904311000001101,0501130R0AAAVAV,Nitrofurantoin 20mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12904411000001108,0501130R0AABGBG,Nitrofurantoin 22mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12904511000001107,0501130R0AABGBG,Nitrofurantoin 22mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12904611000001106,0501130R0AABYBY,Nitrofurantoin 24mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12904711000001102,0501130R0AABYBY,Nitrofurantoin 24mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12904911000001100,0501130R0AAAMAM,Nitrofurantoin 25mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,375489004,0501130R0AAAMAM,Nitrofurantoin 25mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,36565611000001103,0501130R0AAACAC,Nitrofurantoin 25mg/5ml oral suspension sugar free,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12905011000001100,0501130R0AABCBC,Nitrofurantoin 2mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12905111000001104,0501130R0AABCBC,Nitrofurantoin 2mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12933911000001106,0501130R0AAAZAZ,Nitrofurantoin 30mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12934011000001109,0501130R0AAAZAZ,Nitrofurantoin 30mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12934111000001105,0501130R0AABUBU,Nitrofurantoin 32.5mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12934211000001104,0501130R0AABUBU,Nitrofurantoin 32.5mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12934311000001107,0501130R0AABPBP,Nitrofurantoin 35mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12934411000001100,0501130R0AABPBP,Nitrofurantoin 35mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12934511000001101,0501130R0AAAPAP,Nitrofurantoin 40mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12934611000001102,0501130R0AAAPAP,Nitrofurantoin 40mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12934711000001106,0501130R0AABXBX,Nitrofurantoin 45mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12934811000001103,0501130R0AABXBX,Nitrofurantoin 45mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12934911000001108,0501130R0AABVBV,Nitrofurantoin 4mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12935011000001108,0501130R0AABVBV,Nitrofurantoin 4mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12935111000001109,0501130R0AABNBN,Nitrofurantoin 5.5mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12935211000001103,0501130R0AABNBN,Nitrofurantoin 5.5mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,324570005,0501130R0AAAAAA,Nitrofurantoin 50mg capsules,Nitrofurantoin,Oral,200.0,258684004.0
vmp,324558006,0501130R0AAADAD,Nitrofurantoin 50mg tablets,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12935311000001106,0501130R0AAANAN,Nitrofurantoin 50mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12935411000001104,0501130R0AAANAN,Nitrofurantoin 50mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12935511000001100,0501130R0AAARAR,Nitrofurantoin 5mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12935611000001101,0501130R0AAARAR,Nitrofurantoin 5mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12935711000001105,0501130R0AAAWAW,Nitrofurantoin 6.5mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12935811000001102,0501130R0AAAWAW,Nitrofurantoin 6.5mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12935911000001107,0501130R0AABRBR,Nitrofurantoin 6mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12936011000001104,0501130R0AABRBR,Nitrofurantoin 6mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12936111000001103,0501130R0AAAXAX,Nitrofurantoin 7.5mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12936211000001109,0501130R0AAAXAX,Nitrofurantoin 7.5mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12936311000001101,0501130R0AACJCJ,Nitrofurantoin 7.8mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12936411000001108,0501130R0AACJCJ,Nitrofurantoin 7.8mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12936511000001107,0501130R0AABKBK,Nitrofurantoin 75mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12936611000001106,0501130R0AABKBK,Nitrofurantoin 75mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12936711000001102,0501130R0AABBBB,Nitrofurantoin 7mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12936811000001105,0501130R0AABBBB,Nitrofurantoin 7mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12936911000001100,0501130R0AABLBL,Nitrofurantoin 8mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12937011000001101,0501130R0AABLBL,Nitrofurantoin 8mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12937111000001100,0501130R0AABTBT,Nitrofurantoin 9.5mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12937211000001106,0501130R0AABTBT,Nitrofurantoin 9.5mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12937311000001103,0501130R0AABABA,Nitrofurantoin 9mg/5ml oral solution,Nitrofurantoin,Oral,200.0,258684004.0
vmp,12937411000001105,0501130R0AABABA,Nitrofurantoin 9mg/5ml oral suspension,Nitrofurantoin,Oral,200.0,258684004.0
vmp,324621002,0501120Q0AAAAAA,Norfloxacin 400mg tablets,Norfloxacin,Oral,800.0,258684004.0
vmp,32878711000001107,1201010ABAAAAAA,Ofloxacin 0.3% ear drops,Ofloxacin,Auricular,,
vmp,330414007,1103010Y0AAAAAA,Ofloxacin 0.3% eye drops,Ofloxacin,Ocular,,
vmp,35897411000001105,,Ofloxacin 100mg/50ml solution for infusion bottles,Ofloxacin,Intravenous,,
vmp,12905211000001105,0501120P0AAADAD,Ofloxacin 100mg/5ml oral solution,Ofloxacin,Oral,400.0,258684004.0
vmp,12895811000001101,0501120P0AAADAD,Ofloxacin 100mg/5ml oral suspension,Ofloxacin,Oral,400.0,258684004.0
vmp,324612003,0501120P0AAAAAA,Ofloxacin 200mg tablets,Ofloxacin,Oral,400.0,258684004.0
vmp,38752711000001101,0501120P0AAACAC,Ofloxacin 200mg/100ml solution for infusion bottles,Ofloxacin hydrochloride,Intravenous,400.0,258684004.0
vmp,12905311000001102,0501120P0AAAEAE,Ofloxacin 250mg/5ml oral solution,Ofloxacin,Oral,,
vmp,12905411000001109,0501120P0AAAEAE,Ofloxacin 250mg/5ml oral suspension,Ofloxacin,Oral,,
vmp,324620001,0501120P0AAABAB,Ofloxacin 400mg tablets,Ofloxacin,Oral,400.0,258684004.0
vmp,11136811000001106,,Ofloxacin 400mg/200ml solution for injection bottles,Ofloxacin,Intravenous,,
vmp,13003711000001101,0501030T0AAATAT,Oxytetracycline 100mg/5ml oral suspension,Oxytetracycline dihydrate,Oral,1.0,258682000.0
vmp,13003811000001109,0501030T0AAAPAP,Oxytetracycline 125mg/5ml oral suspension,Oxytetracycline dihydrate,Oral,1.0,258682000.0
vmp,324095003,0501030T0AAAJAJ,Oxytetracycline 250mg tablets,Oxytetracycline dihydrate,Oral,1.0,258682000.0
vmp,13003911000001104,0501030T0AAAQAQ,Oxytetracycline 250mg/5ml oral suspension,Oxytetracycline dihydrate,Oral,1.0,258682000.0
vmp,13004011000001101,0501030T0AAARAR,Oxytetracycline 500mg/5ml oral suspension,Oxytetracycline dihydrate,Oral,1.0,258682000.0
vmp,22214211000001105,0501011P0AAATAT,Phenoxymethylpenicillin 0.3% eye drops,Phenoxymethylpenicillin potassium,Ocular,,
vmp,323418000,0501011P0AAADAD,Phenoxymethylpenicillin 125mg/5ml oral solution,Phenoxymethylpenicillin potassium,Oral,2.0,258682000.0
vmp,9215111000001107,0501011P0AAARAR,Phenoxymethylpenicillin 125mg/5ml oral solution sugar free,Phenoxymethylpenicillin potassium,Oral,2.0,258682000.0
vmp,323416001,0501011P0AAAJAJ,Phenoxymethylpenicillin 250mg tablets,Phenoxymethylpenicillin potassium,Oral,2.0,258682000.0
vmp,323420002,0501011P0AAAFAF,Phenoxymethylpenicillin 250mg/5ml oral solution,Phenoxymethylpenicillin potassium,Oral,2.0,258682000.0
vmp,9215211000001101,0501011P0AAASAS,Phenoxymethylpenicillin 250mg/5ml oral solution sugar free,Phenoxymethylpenicillin potassium,Oral,2.0,258682000.0
vmp,323673005,0501014S0AAAAAA,Piperacillin 2g / Tazobactam 250mg powder for solution for infusion vials,Piperacillin sodium,Intravenous,14.0,258682000.0
vmp,323673005,0501014S0AAAAAA,Piperacillin 2g / Tazobactam 250mg powder for solution for infusion vials,Tazobactam sodium,Intravenous,14.0,258682000.0
vmp,21511011000001108,,Piperacillin 2g/50ml / Tazobactam 250mg/50ml infusion bags,Piperacillin sodium,Intravenous,,
vmp,21511011000001108,,Piperacillin 2g/50ml / Tazobactam 250mg/50ml infusion bags,Tazobactam sodium,Intravenous,,
vmp,38422511000001100,,Piperacillin 3g / Tazobactam 375mg powder for solution for infusion vials,Piperacillin sodium,Intravenous,,
vmp,38422511000001100,,Piperacillin 3g / Tazobactam 375mg powder for solution for infusion vials,Tazobactam sodium,Intravenous,,
vmp,4651611000001105,0501014S0AAACAC,Piperacillin 4g / Tazobactam 500mg powder and solvent for solution for injection vials,Piperacillin sodium,Intravenous,14.0,258682000.0
vmp,4651611000001105,0501014S0AAACAC,Piperacillin 4g / Tazobactam 500mg powder and solvent for solution for injection vials,Tazobactam sodium,Intravenous,14.0,258682000.0
vmp,323671007,0501014S0AAABAB,Piperacillin 4g / Tazobactam 500mg powder for solution for infusion vials,Piperacillin sodium,Intravenous,14.0,258682000.0
vmp,323671007,0501014S0AAABAB,Piperacillin 4g / Tazobactam 500mg powder for solution for infusion vials,Tazobactam sodium,Intravenous,14.0,258682000.0
vmp,39702711000001106,0501015P0AAABAB,Pivmecillinam 200mg tablets,Pivmecillinam hydrochloride,Oral,600.0,258684004.0
vmp,32750311000001106,0501015P0AAACAC,Pivmecillinam 200mg/5ml oral suspension,Pivmecillinam hydrochloride,Oral,600.0,258684004.0
vmp,36017411000001106,1103010Q0AAACAC,"Polymyxin B 10,000units/g / Trimethoprim 5mg/g eye ointment",Trimethoprim,Ocular,,
vmp,36017511000001105,1103010Q0AAABAB,"Polymyxin B 10,000units/ml / Trimethoprim 1mg/ml eye drops",Trimethoprim,Ocular,,
vmp,330950006,1201010U0AAAAAA,Prednisolone 0.5% / Neomycin 0.5% ear/eye drops,Neomycin sulfate,Auricular,,
vmp,330950006,1201010U0AAAAAA,Prednisolone 0.5% / Neomycin 0.5% ear/eye drops,Neomycin sulfate,Ocular,,
vmp,16324411000001105,0501070Z0AAAAAA,Pristinamycin 500mg tablets,Pristinamycin,Oral,2.0,258682000.0
vmp,13201111000001105,0501090N0AACHCH,Pyrazinamide 1.25g/5ml oral solution,Pyrazinamide,Oral,1.5,258682000.0
vmp,13201211000001104,0501090N0AACHCH,Pyrazinamide 1.25g/5ml oral suspension,Pyrazinamide,Oral,1.5,258682000.0
vmp,13201311000001107,0501090N0AACECE,Pyrazinamide 1.4g/5ml oral solution,Pyrazinamide,Oral,1.5,258682000.0
vmp,13201411000001100,0501090N0AACECE,Pyrazinamide 1.4g/5ml oral suspension,Pyrazinamide,Oral,1.5,258682000.0
vmp,13201511000001101,0501090N0AABMBM,Pyrazinamide 1.5g/5ml oral solution,Pyrazinamide,Oral,1.5,258682000.0
vmp,13201611000001102,0501090N0AABMBM,Pyrazinamide 1.5g/5ml oral suspension,Pyrazinamide,Oral,1.5,258682000.0
vmp,13201711000001106,0501090N0AABIBI,Pyrazinamide 100mg/5ml oral solution,Pyrazinamide,Oral,1.5,258682000.0
vmp,13201811000001103,0501090N0AABIBI,Pyrazinamide 100mg/5ml oral suspension,Pyrazinamide,Oral,1.5,258682000.0
vmp,13268011000001104,0501090N0AACFCF,Pyrazinamide 105mg/5ml oral solution,Pyrazinamide,Oral,1.5,258682000.0
vmp,13268111000001103,0501090N0AACFCF,Pyrazinamide 105mg/5ml oral suspension,Pyrazinamide,Oral,1.5,258682000.0
vmp,13268211000001109,0501090N0AABHBH,Pyrazinamide 125mg/5ml oral solution,Pyrazinamide,Oral,1.5,258682000.0
vmp,13268311000001101,0501090N0AABHBH,Pyrazinamide 125mg/5ml oral suspension,Pyrazinamide,Oral,1.5,258682000.0
vmp,13268411000001108,0501090N0AABABA,Pyrazinamide 150mg/5ml oral solution,Pyrazinamide,Oral,1.5,258682000.0
vmp,13268511000001107,0501090N0AABABA,Pyrazinamide 150mg/5ml oral suspension,Pyrazinamide,Oral,1.5,258682000.0
vmp,13268611000001106,0501090N0AAA7A7,Pyrazinamide 175mg/5ml oral solution,Pyrazinamide,Oral,1.5,258682000.0
vmp,13268711000001102,0501090N0AAA7A7,Pyrazinamide 175mg/5ml oral suspension,Pyrazinamide,Oral,1.5,258682000.0
vmp,13268811000001105,0501090N0AABCBC,Pyrazinamide 1g/5ml oral solution,Pyrazinamide,Oral,1.5,258682000.0
vmp,13268911000001100,0501090N0AABCBC,Pyrazinamide 1g/5ml oral suspension,Pyrazinamide,Oral,1.5,258682000.0
vmp,13269011000001109,0501090N0AABFBF,Pyrazinamide 200mg/5ml oral solution,Pyrazinamide,Oral,1.5,258682000.0
vmp,13269111000001105,0501090N0AABFBF,Pyrazinamide 200mg/5ml oral suspension,Pyrazinamide,Oral,1.5,258682000.0
vmp,13269211000001104,0501090N0AABKBK,Pyrazinamide 250mg/5ml oral solution,Pyrazinamide,Oral,1.5,258682000.0
vmp,13269311000001107,0501090N0AABKBK,Pyrazinamide 250mg/5ml oral suspension,Pyrazinamide,Oral,1.5,258682000.0
vmp,13269411000001100,0501090N0AABUBU,Pyrazinamide 275mg/5ml oral solution,Pyrazinamide,Oral,1.5,258682000.0
vmp,13269511000001101,0501090N0AABUBU,Pyrazinamide 275mg/5ml oral suspension,Pyrazinamide,Oral,1.5,258682000.0
vmp,13269611000001102,0501090N0AABJBJ,Pyrazinamide 300mg/5ml oral solution,Pyrazinamide,Oral,1.5,258682000.0
vmp,13269711000001106,0501090N0AABJBJ,Pyrazinamide 300mg/5ml oral suspension,Pyrazinamide,Oral,1.5,258682000.0
vmp,13269811000001103,0501090N0AACDCD,Pyrazinamide 312.5mg/5ml oral solution,Pyrazinamide,Oral,1.5,258682000.0
vmp,13269911000001108,0501090N0AACDCD,Pyrazinamide 312.5mg/5ml oral suspension,Pyrazinamide,Oral,1.5,258682000.0
vmp,13270011000001107,0501090N0AABEBE,Pyrazinamide 350mg/5ml oral solution,Pyrazinamide,Oral,1.5,258682000.0
vmp,13270111000001108,0501090N0AABEBE,Pyrazinamide 350mg/5ml oral suspension,Pyrazinamide,Oral,1.5,258682000.0
vmp,13270211000001102,0501090N0AABDBD,Pyrazinamide 375mg/5ml oral solution,Pyrazinamide,Oral,1.5,258682000.0
vmp,13270311000001105,0501090N0AABDBD,Pyrazinamide 375mg/5ml oral suspension,Pyrazinamide,Oral,1.5,258682000.0
vmp,13270411000001103,0501090N0AABTBT,Pyrazinamide 400mg/5ml oral solution,Pyrazinamide,Oral,1.5,258682000.0
vmp,13270511000001104,0501090N0AABTBT,Pyrazinamide 400mg/5ml oral suspension,Pyrazinamide,Oral,1.5,258682000.0
vmp,13270611000001100,0501090N0AABZBZ,Pyrazinamide 420mg/5ml oral solution,Pyrazinamide,Oral,1.5,258682000.0
vmp,13270711000001109,0501090N0AABZBZ,Pyrazinamide 420mg/5ml oral suspension,Pyrazinamide,Oral,1.5,258682000.0
vmp,13270811000001101,0501090N0AABRBR,Pyrazinamide 425mg/5ml oral solution,Pyrazinamide,Oral,1.5,258682000.0
vmp,13270911000001106,0501090N0AABRBR,Pyrazinamide 425mg/5ml oral suspension,Pyrazinamide,Oral,1.5,258682000.0
vmp,13271011000001103,0501090N0AACBCB,Pyrazinamide 430mg/5ml oral solution,Pyrazinamide,Oral,1.5,258682000.0
